rule_id,statement_id,section,page_hint,rule_class,direction,target_treatment,decision_scope,condition_text,level_of_evidence,consensus_pct,voting_round,meets_80pct_table_threshold
S55R#4,S55R,Indications for T4a cancer,5,contextual_selection,qualified,nonsurgical_lp,nonsurgical_lp,"Patients affected by cT4a laryngeal or hypopharyngeal cancers that respond (ie, partial response >50% or complete response) to induction chemotherapy are eligible for non-surgical organ preservation treatment.",III,90.3,first,True
S47R#1,S47R,Indications for T4a cancer,6,recommendation,positive,ophl_any,surgical_lp,"In patients who received margin-negative open partial horizontal laryngectomy for a pT4aN0 laryngeal cancer with T category exclusively determined by minimal anterior extralaryngeal extension and no perineural or lymphovascular invasion, avoidance of adjuvant radiotherapy with strict endoscopic and radiological follow-up can be considered.",IV,61.4,second,False
S47R#2,S47R,Indications for T4a cancer,6,recommendation,positive,ophl_any,larynx_preservation_any,"In patients who received margin-negative open partial horizontal laryngectomy for a pT4aN0 laryngeal cancer with T category exclusively determined by minimal anterior extralaryngeal extension and no perineural or lymphovascular invasion, avoidance of adjuvant radiotherapy with strict endoscopic and radiological follow-up can be considered.",IV,61.4,second,False
S50#1,S50,Indications for T4a cancer,6,recommendation,positive,concurrent_crt,nonsurgical_lp,"For a cT4a larynx cancer for which non-surgical treatment is indicated, concurrent chemoradiation should be performed over induction chemotherapy.",V,67.2,first,False
S50#2,S50,Indications for T4a cancer,6,recommendation,positive,concurrent_crt,larynx_preservation_any,"For a cT4a larynx cancer for which non-surgical treatment is indicated, concurrent chemoradiation should be performed over induction chemotherapy.",V,67.2,first,False
S50#3,S50,Indications for T4a cancer,6,recommendation,positive,ict_rt,nonsurgical_lp,"For a cT4a larynx cancer for which non-surgical treatment is indicated, concurrent chemoradiation should be performed over induction chemotherapy.",V,67.2,first,False
S50#4,S50,Indications for T4a cancer,6,recommendation,positive,ict_rt,larynx_preservation_any,"For a cT4a larynx cancer for which non-surgical treatment is indicated, concurrent chemoradiation should be performed over induction chemotherapy.",V,67.2,first,False
S51#1,S51,Indications for T4a cancer,6,recommendation,positive,concurrent_crt,nonsurgical_lp,"For a cT4a larynx cancer for which a non-surgical treatment strategy is adopted, induction chemotherapy followed up by radiation should be performed over concurrent chemoradiation.",IV,46.7,first,False
S51#2,S51,Indications for T4a cancer,6,recommendation,positive,concurrent_crt,larynx_preservation_any,"For a cT4a larynx cancer for which a non-surgical treatment strategy is adopted, induction chemotherapy followed up by radiation should be performed over concurrent chemoradiation.",IV,46.7,first,False
S51#3,S51,Indications for T4a cancer,6,recommendation,positive,ict_rt,nonsurgical_lp,"For a cT4a larynx cancer for which a non-surgical treatment strategy is adopted, induction chemotherapy followed up by radiation should be performed over concurrent chemoradiation.",IV,46.7,first,False
S51#4,S51,Indications for T4a cancer,6,recommendation,positive,ict_rt,larynx_preservation_any,"For a cT4a larynx cancer for which a non-surgical treatment strategy is adopted, induction chemotherapy followed up by radiation should be performed over concurrent chemoradiation.",IV,46.7,first,False
S54#1,S54,Indications for T4a cancer,6,recommendation,positive,,nonsurgical_lp,"For a cT4a larynx cancer for which non-surgical treatment is indicated, dose-escalation of radiotherapy is recommended.",III,45.7,first,False
S54#2,S54,Indications for T4a cancer,6,recommendation,positive,,larynx_preservation_any,"For a cT4a larynx cancer for which non-surgical treatment is indicated, dose-escalation of radiotherapy is recommended.",III,45.7,first,False
S66#1,S66,Laryngeal function at baseline,6,contextual_selection,qualified,,larynx_preservation_any,"The pretreatment assessment of patients who are being considered for larynx-preservation treatment should include voice evaluation through a validated method (eg, Voice Handicap Index-10).",V,66.2,first,False
S70#1,S70,Which comorbidities are contraindications and to what extent?,6,relative_contraindication,negative,,,Two or more relative contraindications to cisplatin mean an absolute contraindication for cisplatin.,V,75.0,first,False
S82#1,S82,Organ preservation in older patients: selection criteria,6,contextual_selection,qualified,tlm,surgical_lp,"Post-operative radiotherapy should be performed in the same hospital where conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) took place, particularly for patients aged >65 years.",IV,61.5,first,False
S82#2,S82,Organ preservation in older patients: selection criteria,6,contextual_selection,qualified,tlm,larynx_preservation_any,"Post-operative radiotherapy should be performed in the same hospital where conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) took place, particularly for patients aged >65 years.",IV,61.5,first,False
S82#3,S82,Organ preservation in older patients: selection criteria,6,contextual_selection,qualified,ophl_any,surgical_lp,"Post-operative radiotherapy should be performed in the same hospital where conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) took place, particularly for patients aged >65 years.",IV,61.5,first,False
S82#4,S82,Organ preservation in older patients: selection criteria,6,contextual_selection,qualified,ophl_any,larynx_preservation_any,"Post-operative radiotherapy should be performed in the same hospital where conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) took place, particularly for patients aged >65 years.",IV,61.5,first,False
S82#5,S82,Organ preservation in older patients: selection criteria,6,contextual_selection,qualified,surgical_lp,surgical_lp,"Post-operative radiotherapy should be performed in the same hospital where conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) took place, particularly for patients aged >65 years.",IV,61.5,first,False
S82#6,S82,Organ preservation in older patients: selection criteria,6,contextual_selection,qualified,surgical_lp,larynx_preservation_any,"Post-operative radiotherapy should be performed in the same hospital where conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) took place, particularly for patients aged >65 years.",IV,61.5,first,False
S117#1,S117,Prognostic and predictive factors,6,response_adapted,positive,total_laryngectomy,nonsurgical_lp,Response to induction chemotherapy classified according to the change in tumour volume predicts laryngectomy-free survival better than bidimensional assessment.,IV,67.2,first,False
S117#2,S117,Prognostic and predictive factors,6,response_adapted,positive,total_laryngectomy,larynx_preservation_any,Response to induction chemotherapy classified according to the change in tumour volume predicts laryngectomy-free survival better than bidimensional assessment.,IV,67.2,first,False
S117#3,S117,Prognostic and predictive factors,6,response_adapted,positive,ict_rt,nonsurgical_lp,Response to induction chemotherapy classified according to the change in tumour volume predicts laryngectomy-free survival better than bidimensional assessment.,IV,67.2,first,False
S117#4,S117,Prognostic and predictive factors,6,response_adapted,positive,ict_rt,larynx_preservation_any,Response to induction chemotherapy classified according to the change in tumour volume predicts laryngectomy-free survival better than bidimensional assessment.,IV,67.2,first,False
S118#1,S118,Prognostic and predictive factors,6,contextual_selection,qualified,total_laryngectomy,nonsurgical_lp,The choice between a conservative non-surgical approach vs total laryngectomy might be made also in a dynamic way by considering the early response after one cycle of induction chemotherapy.,III,77.4,first,False
S118#2,S118,Prognostic and predictive factors,6,contextual_selection,qualified,total_laryngectomy,larynx_preservation_any,The choice between a conservative non-surgical approach vs total laryngectomy might be made also in a dynamic way by considering the early response after one cycle of induction chemotherapy.,III,77.4,first,False
S118#3,S118,Prognostic and predictive factors,6,contextual_selection,qualified,ict_rt,nonsurgical_lp,The choice between a conservative non-surgical approach vs total laryngectomy might be made also in a dynamic way by considering the early response after one cycle of induction chemotherapy.,III,77.4,first,False
S118#4,S118,Prognostic and predictive factors,6,contextual_selection,qualified,ict_rt,larynx_preservation_any,The choice between a conservative non-surgical approach vs total laryngectomy might be made also in a dynamic way by considering the early response after one cycle of induction chemotherapy.,III,77.4,first,False
SA6#1,SA6,Prognostic and predictive factors,6,response_adapted,positive,ict_rt,nonsurgical_lp,"In patients with laryngeal cancer who have a partial response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,67.2,second,False
SA6#2,SA6,Prognostic and predictive factors,6,response_adapted,positive,ict_rt,larynx_preservation_any,"In patients with laryngeal cancer who have a partial response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,67.2,second,False
SA6#3,SA6,Prognostic and predictive factors,6,response_adapted,positive,rt_alone,nonsurgical_lp,"In patients with laryngeal cancer who have a partial response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,67.2,second,False
SA6#4,SA6,Prognostic and predictive factors,6,response_adapted,positive,rt_alone,larynx_preservation_any,"In patients with laryngeal cancer who have a partial response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,67.2,second,False
S137#1,S137,Prehabilitation and rehabilitation,6,contextual_selection,qualified,ict_rt,nonsurgical_lp,"Induction chemotherapy in patients with laryngeal or hypopharyngeal cancer has the advantage of allowing them to start early prehabilitation (physical therapy, nutritional assessment and support, and psychological support). This strategy might lead to an improvement in functional capability that allows them to tolerate a curative radiation treatment.",V,74.6,first,False
S137#2,S137,Prehabilitation and rehabilitation,6,contextual_selection,qualified,ict_rt,larynx_preservation_any,"Induction chemotherapy in patients with laryngeal or hypopharyngeal cancer has the advantage of allowing them to start early prehabilitation (physical therapy, nutritional assessment and support, and psychological support). This strategy might lead to an improvement in functional capability that allows them to tolerate a curative radiation treatment.",V,74.6,first,False
S56#1,S56,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,contextual_selection,qualified,concurrent_crt,larynx_preservation_any,"In the case of organ preservation salvage surgery after radiotherapy or chemoradiotherapy failure, functional swallowing should be preserved.",V,84.4,first,True
S56#2,S56,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,contextual_selection,qualified,concurrent_crt,nonsurgical_lp,"In the case of organ preservation salvage surgery after radiotherapy or chemoradiotherapy failure, functional swallowing should be preserved.",V,84.4,first,True
S59#1,S59,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,absolute_contraindication,negative,tlm,surgical_lp,Transoral laser microsurgery is contraindicated in rT3 laryngo-pharyngeal tumours due to lower local control and functional outcomes compared with open surgery.,IV,89.8,first,True
S59#2,S59,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,absolute_contraindication,negative,tlm,larynx_preservation_any,Transoral laser microsurgery is contraindicated in rT3 laryngo-pharyngeal tumours due to lower local control and functional outcomes compared with open surgery.,IV,89.8,first,True
S60R#1,S60R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,ophl_any,surgical_lp,"In well selected patients affected by rT1–3 laryngeal cancer, open partial horizontal laryngectomy might be considered as salvage surgery after radiotherapy or chemoradiotherapy. Selection should include rigorous and objective swallowing assessment that excludes relevant pharyngo–laryngeal dysfunction.",IV,96.3,second,True
S60R#2,S60R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,ophl_any,nonsurgical_lp,"In well selected patients affected by rT1–3 laryngeal cancer, open partial horizontal laryngectomy might be considered as salvage surgery after radiotherapy or chemoradiotherapy. Selection should include rigorous and objective swallowing assessment that excludes relevant pharyngo–laryngeal dysfunction.",IV,96.3,second,True
S60R#3,S60R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,ophl_any,larynx_preservation_any,"In well selected patients affected by rT1–3 laryngeal cancer, open partial horizontal laryngectomy might be considered as salvage surgery after radiotherapy or chemoradiotherapy. Selection should include rigorous and objective swallowing assessment that excludes relevant pharyngo–laryngeal dysfunction.",IV,96.3,second,True
S60R#4,S60R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,concurrent_crt,surgical_lp,"In well selected patients affected by rT1–3 laryngeal cancer, open partial horizontal laryngectomy might be considered as salvage surgery after radiotherapy or chemoradiotherapy. Selection should include rigorous and objective swallowing assessment that excludes relevant pharyngo–laryngeal dysfunction.",IV,96.3,second,True
S60R#5,S60R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,concurrent_crt,nonsurgical_lp,"In well selected patients affected by rT1–3 laryngeal cancer, open partial horizontal laryngectomy might be considered as salvage surgery after radiotherapy or chemoradiotherapy. Selection should include rigorous and objective swallowing assessment that excludes relevant pharyngo–laryngeal dysfunction.",IV,96.3,second,True
S60R#6,S60R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,concurrent_crt,larynx_preservation_any,"In well selected patients affected by rT1–3 laryngeal cancer, open partial horizontal laryngectomy might be considered as salvage surgery after radiotherapy or chemoradiotherapy. Selection should include rigorous and objective swallowing assessment that excludes relevant pharyngo–laryngeal dysfunction.",IV,96.3,second,True
S61R#1,S61R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,tlm,surgical_lp,"In well selected patients affected by rT1–2 laryngeal cancer with no anterior commissure involvement extension, transoral laser microsurgery might be considered as salvage surgery after no response to radiotherapy.",IV,98.1,third,True
S61R#2,S61R,Indications for salvage organ preservation surgery after radiotherapy or chemoradiotherapy failure,7,recommendation,positive,tlm,larynx_preservation_any,"In well selected patients affected by rT1–2 laryngeal cancer with no anterior commissure involvement extension, transoral laser microsurgery might be considered as salvage surgery after no response to radiotherapy.",IV,98.1,third,True
S105#1,S105,Post-treatment surveillance,7,recommendation,positive,,larynx_preservation_any,"In view of the peculiar oncological and functional implications of larynx-preservation treatment, a scheduled surveillance should be preferred over a symptom-based referral.",I,95.5,first,True
S110R#1,S110R,Post-treatment surveillance,7,recommendation,positive,tlm,surgical_lp,"Multimodal follow-up including neck ultrasound, MRI (with diffusion-weighted imaging), or contrast-enhanced CT is indicated when there is a moderate-to-high risk of locoregional recurrence after transoral laser microsurgery or open partial horizontal laryngectomy for glottic and supraglottic cancers.",IV,83.3,first,True
S110R#2,S110R,Post-treatment surveillance,7,recommendation,positive,tlm,larynx_preservation_any,"Multimodal follow-up including neck ultrasound, MRI (with diffusion-weighted imaging), or contrast-enhanced CT is indicated when there is a moderate-to-high risk of locoregional recurrence after transoral laser microsurgery or open partial horizontal laryngectomy for glottic and supraglottic cancers.",IV,83.3,first,True
S110R#3,S110R,Post-treatment surveillance,7,recommendation,positive,ophl_any,surgical_lp,"Multimodal follow-up including neck ultrasound, MRI (with diffusion-weighted imaging), or contrast-enhanced CT is indicated when there is a moderate-to-high risk of locoregional recurrence after transoral laser microsurgery or open partial horizontal laryngectomy for glottic and supraglottic cancers.",IV,83.3,first,True
S110R#4,S110R,Post-treatment surveillance,7,recommendation,positive,ophl_any,larynx_preservation_any,"Multimodal follow-up including neck ultrasound, MRI (with diffusion-weighted imaging), or contrast-enhanced CT is indicated when there is a moderate-to-high risk of locoregional recurrence after transoral laser microsurgery or open partial horizontal laryngectomy for glottic and supraglottic cancers.",IV,83.3,first,True
S111R#1,S111R,Prognostic and predictive factors,8,selection_factor,qualified,,larynx_preservation_any,"Performance status, comorbidities, and tumour-node-metastasis stage have prognostic significance for overall survival in laryngeal and hypopharyngeal cancer treated with larynx-preservation strategies.",IV,98.5,first,True
S112#1,S112,Prognostic and predictive factors,8,selection_factor,qualified,,larynx_preservation_any,"Tumour stage, volume of primary and nodal disease, comorbidities, hypopharyngeal origin, and tumour metabolic activity have been associated with progression-free survival and laryngeal preservation.",IV,96.9,first,True
S115#1,S115,Prognostic and predictive factors,8,selection_factor,qualified,,larynx_preservation_any,"Having an impaired pharyngolaryngeal functional status (tumour-related dysphagia requiring feeding tube, or recurring pneumonia within 12 months requiring hospitalisation) or a tracheostomy before non-surgical larynx-preservation treatments are associated with poor functional outcomes.",III,98.5,first,True
S115#2,S115,Prognostic and predictive factors,8,selection_factor,qualified,,nonsurgical_lp,"Having an impaired pharyngolaryngeal functional status (tumour-related dysphagia requiring feeding tube, or recurring pneumonia within 12 months requiring hospitalisation) or a tracheostomy before non-surgical larynx-preservation treatments are associated with poor functional outcomes.",III,98.5,first,True
S115#3,S115,Prognostic and predictive factors,8,selection_factor,qualified,,surgical_lp,"Having an impaired pharyngolaryngeal functional status (tumour-related dysphagia requiring feeding tube, or recurring pneumonia within 12 months requiring hospitalisation) or a tracheostomy before non-surgical larynx-preservation treatments are associated with poor functional outcomes.",III,98.5,first,True
S116#1,S116,Prognostic and predictive factors,8,response_adapted,positive,ict_rt,larynx_preservation_any,"Response to induction chemotherapy (complete or partial response) allows for the appropriate selection of patients who might benefit from non-surgical laryngeal preservation strategy. The evaluation of response to induction chemotherapy should take into account both clinical assessment (ie, symptoms and endoscopic findings) and morphological imaging (ie, contrast-enhanced CT, MRI, or both). Metabolic imaging (ie, PET–CT) might be useful to complete the evaluation, if feasible. A radiological response of at least 50% is considered a favourable prognostic factor and a predictor of response for non-surgical larynx-preservation treatment.",II,94.0,first,True
S116#2,S116,Prognostic and predictive factors,8,response_adapted,positive,ict_rt,nonsurgical_lp,"Response to induction chemotherapy (complete or partial response) allows for the appropriate selection of patients who might benefit from non-surgical laryngeal preservation strategy. The evaluation of response to induction chemotherapy should take into account both clinical assessment (ie, symptoms and endoscopic findings) and morphological imaging (ie, contrast-enhanced CT, MRI, or both). Metabolic imaging (ie, PET–CT) might be useful to complete the evaluation, if feasible. A radiological response of at least 50% is considered a favourable prognostic factor and a predictor of response for non-surgical larynx-preservation treatment.",II,94.0,first,True
S116#3,S116,Prognostic and predictive factors,8,response_adapted,positive,ict_rt,surgical_lp,"Response to induction chemotherapy (complete or partial response) allows for the appropriate selection of patients who might benefit from non-surgical laryngeal preservation strategy. The evaluation of response to induction chemotherapy should take into account both clinical assessment (ie, symptoms and endoscopic findings) and morphological imaging (ie, contrast-enhanced CT, MRI, or both). Metabolic imaging (ie, PET–CT) might be useful to complete the evaluation, if feasible. A radiological response of at least 50% is considered a favourable prognostic factor and a predictor of response for non-surgical larynx-preservation treatment.",II,94.0,first,True
S119R#1,S119R,Prognostic and predictive factors,8,contextual_selection,qualified,ict_rt,nonsurgical_lp,"In the case of vocal cord fixation, larynx remobilisation is associated with functional larynx preservation after definitive radiotherapy in organ-preservation protocols that include induction chemotherapy.",III,93.0,second,True
S119R#2,S119R,Prognostic and predictive factors,8,contextual_selection,qualified,ict_rt,larynx_preservation_any,"In the case of vocal cord fixation, larynx remobilisation is associated with functional larynx preservation after definitive radiotherapy in organ-preservation protocols that include induction chemotherapy.",III,93.0,second,True
S119R#3,S119R,Prognostic and predictive factors,8,contextual_selection,qualified,rt_alone,nonsurgical_lp,"In the case of vocal cord fixation, larynx remobilisation is associated with functional larynx preservation after definitive radiotherapy in organ-preservation protocols that include induction chemotherapy.",III,93.0,second,True
S119R#4,S119R,Prognostic and predictive factors,8,contextual_selection,qualified,rt_alone,larynx_preservation_any,"In the case of vocal cord fixation, larynx remobilisation is associated with functional larynx preservation after definitive radiotherapy in organ-preservation protocols that include induction chemotherapy.",III,93.0,second,True
S120R#1,S120R,Prognostic and predictive factors,8,response_adapted,positive,ict_rt,nonsurgical_lp,"In patients with laryngeal cancer who have a complete response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,96.7,second,True
S120R#2,S120R,Prognostic and predictive factors,8,response_adapted,positive,ict_rt,larynx_preservation_any,"In patients with laryngeal cancer who have a complete response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,96.7,second,True
S120R#3,S120R,Prognostic and predictive factors,8,response_adapted,positive,rt_alone,nonsurgical_lp,"In patients with laryngeal cancer who have a complete response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,96.7,second,True
S120R#4,S120R,Prognostic and predictive factors,8,response_adapted,positive,rt_alone,larynx_preservation_any,"In patients with laryngeal cancer who have a complete response after induction chemotherapy, subsequent curative treatment should entail radiotherapy alone (without concomitant chemotherapy).",II,96.7,second,True
S121R#1,S121R,Prognostic and predictive factors,8,response_adapted,positive,ict_rt,nonsurgical_lp,Subsequent curative treatment with radiotherapy and concomitant platinum-based chemotherapy is indicated for patients with stable disease after induction chemotherapy who refuse total laryngectomy.,IV,81.7,second,True
S121R#2,S121R,Prognostic and predictive factors,8,response_adapted,positive,ict_rt,larynx_preservation_any,Subsequent curative treatment with radiotherapy and concomitant platinum-based chemotherapy is indicated for patients with stable disease after induction chemotherapy who refuse total laryngectomy.,IV,81.7,second,True
S122R#1,S122R,Prognostic and predictive factors,8,recommendation,positive,tlm,surgical_lp,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
S122R#2,S122R,Prognostic and predictive factors,8,recommendation,positive,tlm,larynx_preservation_any,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
S122R#3,S122R,Prognostic and predictive factors,8,recommendation,positive,tors,surgical_lp,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
S122R#4,S122R,Prognostic and predictive factors,8,recommendation,positive,tors,larynx_preservation_any,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
S122R#5,S122R,Prognostic and predictive factors,8,recommendation,positive,ophl_any,surgical_lp,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
S122R#6,S122R,Prognostic and predictive factors,8,recommendation,positive,ophl_any,larynx_preservation_any,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
S122R#7,S122R,Prognostic and predictive factors,8,recommendation,positive,surgical_lp,surgical_lp,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
S122R#8,S122R,Prognostic and predictive factors,8,recommendation,positive,surgical_lp,larynx_preservation_any,"A margin of at least 2 mm of uninvolved tissue at pathological evaluation indicates adequate surgical ablation in patients who received conservative laryngeal surgery (transoral laser microsurgery, open partial horizontal laryngectomy, or transoral robotic surgery). Since the shrinkage of intra laryngeal and perilaryngeal soft tissues that follows excision and histological processing determines about 30% of reduction in diameter, a clinical margin of at least 3 mm should be planned preoperatively and delineated intraoperatively when conservative laryngeal surgery is indicated.",IV,87.2,first,True
SA8#1,SA8,Prognostic and predictive factors,8,contextual_selection,qualified,tlm,surgical_lp,"The definition of adequate pathological and clinical margins might change slightly according to the technique used to perform ablation (ie, the threshold might be lower for transoral techniques [transoral laser microsurgery and transoral robotic surgery] compared with open surgery).",IV,87.2,second,True
SA8#2,SA8,Prognostic and predictive factors,8,contextual_selection,qualified,tlm,larynx_preservation_any,"The definition of adequate pathological and clinical margins might change slightly according to the technique used to perform ablation (ie, the threshold might be lower for transoral techniques [transoral laser microsurgery and transoral robotic surgery] compared with open surgery).",IV,87.2,second,True
SA8#3,SA8,Prognostic and predictive factors,8,contextual_selection,qualified,tors,surgical_lp,"The definition of adequate pathological and clinical margins might change slightly according to the technique used to perform ablation (ie, the threshold might be lower for transoral techniques [transoral laser microsurgery and transoral robotic surgery] compared with open surgery).",IV,87.2,second,True
SA8#4,SA8,Prognostic and predictive factors,8,contextual_selection,qualified,tors,larynx_preservation_any,"The definition of adequate pathological and clinical margins might change slightly according to the technique used to perform ablation (ie, the threshold might be lower for transoral techniques [transoral laser microsurgery and transoral robotic surgery] compared with open surgery).",IV,87.2,second,True
S123R#1,S123R,Prognostic and predictive factors,8,absolute_contraindication,negative,surgical_lp,surgical_lp,"If the planned surgical ablation has no chances of providing an adequate clinical margin, then conservative laryngeal surgery is contraindicated.",IV,95.3,second,True
S123R#2,S123R,Prognostic and predictive factors,8,absolute_contraindication,negative,surgical_lp,larynx_preservation_any,"If the planned surgical ablation has no chances of providing an adequate clinical margin, then conservative laryngeal surgery is contraindicated.",IV,95.3,second,True
S138R2#1,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,total_laryngectomy,larynx_preservation_any,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S138R2#2,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,total_laryngectomy,nonsurgical_lp,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S138R2#3,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,total_laryngectomy,surgical_lp,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S138R2#4,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,nonsurgical_lp,larynx_preservation_any,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S138R2#5,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,nonsurgical_lp,nonsurgical_lp,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S138R2#6,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,nonsurgical_lp,surgical_lp,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
